user_id,age_group,subscription_type,preferred_device,user_persona
183,26-30,Premium,Laptop,Casual Scroller
184,26-30,Basic,Mobile,Weekend Binger
185,18-21,Premium,Laptop,Casual Scroller
186,18-21,Free,TV,Weekend Binger
187,22-25,Basic,Mobile,Casual Scroller
188,22-25,Basic,Mobile,Premium Loyalist
189,26-30,Basic,Mobile,Casual Scroller
190,18-21,Basic,Mobile,Premium Loyalist
191,18-21,Basic,Mobile,Casual Scroller
192,22-25,Free,Mobile,Weekend Binger
193,22-25,Basic,Mobile,Casual Scroller
194,18-21,Free,TV,Casual Scroller
195,18-21,Premium,Laptop,Casual Scroller
196,18-21,Premium,Laptop,Weekend Binger
197,22-25,Premium,Mobile,Premium Loyalist
198,18-21,Basic,Mobile,Premium Loyalist
199,18-21,Premium,Laptop,Weekend Binger
200,26-30,Basic,Mobile,Casual Scroller
201,18-21,Premium,Mobile,Weekend Binger
202,18-21,Basic,Mobile,Weekend Binger
203,22-25,Basic,Mobile,Casual Scroller
204,22-25,Basic,TV,Weekend Binger
205,18-21,Premium,Laptop,Weekend Binger
206,18-21,Premium,TV,Weekend Binger
207,22-25,Free,Mobile,Weekend Binger
208,22-25,Premium,Mobile,Premium Loyalist
209,18-21,Premium,Mobile,Weekend Binger
210,22-25,Basic,Laptop,Weekend Binger
211,22-25,Premium,Mobile,Casual Scroller
212,26-30,Free,Mobile,Casual Scroller
213,18-21,Basic,Mobile,Casual Scroller
214,18-21,Premium,Laptop,Casual Scroller
215,26-30,Basic,Laptop,Weekend Binger
216,18-21,Free,Laptop,Premium Loyalist
217,18-21,Free,Mobile,Premium Loyalist
218,22-25,Free,TV,Casual Scroller
219,18-21,Premium,Mobile,Premium Loyalist
220,18-21,Premium,Laptop,Casual Scroller
221,18-21,Free,Mobile,Casual Scroller
222,18-21,Free,Mobile,Weekend Binger
223,18-21,Basic,Mobile,Casual Scroller
224,26-30,Free,TV,Weekend Binger
225,18-21,Premium,Laptop,Casual Scroller
226,18-21,Free,Mobile,Casual Scroller
227,26-30,Free,Laptop,Casual Scroller
228,18-21,Basic,Mobile,Casual Scroller
229,18-21,Basic,TV,Casual Scroller
230,22-25,Premium,Mobile,Weekend Binger
231,26-30,Basic,TV,Premium Loyalist
232,18-21,Premium,Laptop,Weekend Binger
233,18-21,Free,Mobile,Premium Loyalist
234,22-25,Free,Mobile,Premium Loyalist
235,22-25,Basic,Mobile,Casual Scroller
236,18-21,Free,TV,Casual Scroller
237,18-21,Premium,TV,Weekend Binger
238,18-21,Free,Laptop,Weekend Binger
239,22-25,Basic,TV,Casual Scroller
240,18-21,Free,Mobile,Casual Scroller
241,26-30,Basic,Mobile,Premium Loyalist
242,22-25,Free,Mobile,Premium Loyalist
243,18-21,Basic,Mobile,Casual Scroller
244,18-21,Basic,Mobile,Weekend Binger
245,22-25,Premium,Mobile,Weekend Binger
246,18-21,Basic,Mobile,Casual Scroller
247,18-21,Free,TV,Weekend Binger
248,22-25,Free,Mobile,Weekend Binger
249,18-21,Premium,Mobile,Weekend Binger
250,18-21,Free,TV,Weekend Binger
251,22-25,Free,Mobile,Casual Scroller
252,26-30,Free,Laptop,Weekend Binger
253,22-25,Premium,Mobile,Casual Scroller
254,22-25,Basic,TV,Casual Scroller
255,22-25,Free,Laptop,Casual Scroller
256,18-21,Premium,TV,Casual Scroller
257,18-21,Basic,Mobile,Casual Scroller
258,18-21,Premium,Mobile,Weekend Binger
259,26-30,Basic,Mobile,Casual Scroller
260,22-25,Basic,Mobile,Weekend Binger
261,18-21,Basic,Laptop,Weekend Binger
262,26-30,Free,Mobile,Weekend Binger
263,22-25,Premium,Laptop,Weekend Binger
264,26-30,Free,Laptop,Casual Scroller
265,22-25,Premium,Mobile,Weekend Binger
266,22-25,Premium,Laptop,Casual Scroller
267,26-30,Basic,Laptop,Weekend Binger
268,22-25,Basic,Mobile,Premium Loyalist
269,22-25,Basic,TV,Casual Scroller
270,22-25,Basic,Mobile,Casual Scroller
271,22-25,Premium,Laptop,Premium Loyalist
272,26-30,Basic,Mobile,Weekend Binger
273,26-30,Basic,TV,Weekend Binger
274,22-25,Basic,Laptop,Weekend Binger
275,22-25,Premium,Mobile,Casual Scroller
276,18-21,Basic,Laptop,Casual Scroller
277,22-25,Free,Mobile,Casual Scroller
278,22-25,Basic,Mobile,Weekend Binger
279,18-21,Free,Mobile,Casual Scroller
280,18-21,Basic,Laptop,Weekend Binger
281,26-30,Basic,Mobile,Weekend Binger
282,26-30,Basic,Laptop,Weekend Binger
283,18-21,Basic,Laptop,Weekend Binger
284,18-21,Free,Laptop,Premium Loyalist
285,22-25,Basic,Mobile,Weekend Binger
286,22-25,Basic,Mobile,Casual Scroller
287,18-21,Basic,Laptop,Casual Scroller
288,22-25,Premium,TV,Weekend Binger
289,18-21,Basic,Mobile,Weekend Binger
290,18-21,Basic,Mobile,Casual Scroller
291,22-25,Basic,Mobile,Casual Scroller
292,26-30,Premium,TV,Casual Scroller
293,18-21,Basic,Mobile,Casual Scroller
294,18-21,Free,Mobile,Weekend Binger
295,18-21,Basic,Mobile,Casual Scroller
296,22-25,Basic,Laptop,Casual Scroller
297,22-25,Free,TV,Weekend Binger
298,18-21,Free,Laptop,Casual Scroller
299,26-30,Premium,Mobile,Weekend Binger
300,18-21,Free,Mobile,Weekend Binger
301,18-21,Basic,Mobile,Premium Loyalist
302,22-25,Premium,TV,Casual Scroller
303,18-21,Basic,Laptop,Weekend Binger
304,26-30,Basic,Mobile,Casual Scroller
305,22-25,Free,Mobile,Weekend Binger
306,22-25,Free,Mobile,Casual Scroller
307,26-30,Basic,Mobile,Premium Loyalist
308,22-25,Premium,Mobile,Casual Scroller
309,22-25,Basic,Mobile,Premium Loyalist
310,22-25,Basic,Mobile,Premium Loyalist
311,22-25,Free,Laptop,Weekend Binger
312,22-25,Basic,Mobile,Casual Scroller
313,18-21,Basic,Laptop,Weekend Binger
314,18-21,Free,Mobile,Casual Scroller
315,18-21,Premium,Laptop,Weekend Binger
316,22-25,Basic,Mobile,Premium Loyalist
317,22-25,Basic,Laptop,Weekend Binger
318,18-21,Basic,Mobile,Weekend Binger
319,22-25,Basic,Mobile,Weekend Binger
320,18-21,Basic,Laptop,Weekend Binger
321,18-21,Premium,Laptop,Casual Scroller
322,22-25,Basic,Mobile,Casual Scroller
323,18-21,Premium,Mobile,Casual Scroller
324,18-21,Free,Mobile,Weekend Binger
325,18-21,Basic,Laptop,Premium Loyalist
326,26-30,Premium,Mobile,Weekend Binger
327,18-21,Basic,Laptop,Casual Scroller
328,18-21,Basic,Laptop,Casual Scroller
329,22-25,Basic,TV,Casual Scroller
330,18-21,Basic,TV,Casual Scroller
331,18-21,Basic,Mobile,Casual Scroller
332,18-21,Free,Mobile,Casual Scroller
333,22-25,Premium,Laptop,Weekend Binger
334,18-21,Premium,Mobile,Casual Scroller
335,26-30,Premium,Mobile,Premium Loyalist
336,26-30,Free,Laptop,Casual Scroller
337,26-30,Basic,Mobile,Weekend Binger
338,22-25,Free,Mobile,Weekend Binger
339,26-30,Basic,Laptop,Casual Scroller
340,18-21,Basic,Mobile,Weekend Binger
341,22-25,Basic,Mobile,Casual Scroller
342,22-25,Basic,Mobile,Casual Scroller
343,18-21,Premium,Mobile,Premium Loyalist
344,18-21,Premium,Mobile,Weekend Binger
345,22-25,Premium,Mobile,Weekend Binger
346,26-30,Basic,Mobile,Premium Loyalist
347,22-25,Free,Mobile,Premium Loyalist
348,18-21,Basic,Laptop,Weekend Binger
349,26-30,Basic,Mobile,Casual Scroller
350,18-21,Basic,Mobile,Premium Loyalist
351,22-25,Free,Mobile,Casual Scroller
352,22-25,Premium,Mobile,Premium Loyalist
353,22-25,Basic,Mobile,Premium Loyalist
354,18-21,Free,Laptop,Weekend Binger
355,26-30,Basic,Laptop,Weekend Binger
356,18-21,Basic,Laptop,Weekend Binger
357,26-30,Basic,Laptop,Casual Scroller
358,26-30,Basic,Mobile,Premium Loyalist
359,18-21,Basic,Mobile,Casual Scroller
360,26-30,Free,TV,Casual Scroller
361,18-21,Basic,Laptop,Casual Scroller
362,22-25,Basic,Mobile,Weekend Binger
363,18-21,Premium,Mobile,Premium Loyalist
364,26-30,Premium,Mobile,Casual Scroller
365,22-25,Basic,Mobile,Casual Scroller
366,22-25,Premium,TV,Premium Loyalist
367,18-21,Basic,Mobile,Premium Loyalist
368,18-21,Premium,Mobile,Weekend Binger
369,18-21,Free,Mobile,Casual Scroller
370,22-25,Premium,Mobile,Casual Scroller
371,22-25,Basic,Mobile,Weekend Binger
372,26-30,Basic,Mobile,Casual Scroller
373,18-21,Basic,Mobile,Weekend Binger
374,26-30,Basic,Laptop,Weekend Binger
375,26-30,Premium,Laptop,Weekend Binger
376,22-25,Basic,Mobile,Premium Loyalist
377,22-25,Premium,Mobile,Weekend Binger
378,22-25,Premium,Laptop,Weekend Binger
379,18-21,Free,Mobile,Premium Loyalist
380,18-21,Basic,Mobile,Casual Scroller
381,18-21,Basic,Mobile,Weekend Binger
382,22-25,Premium,Laptop,Weekend Binger
383,26-30,Premium,Laptop,Weekend Binger
384,18-21,Basic,Mobile,Casual Scroller
385,22-25,Basic,Mobile,Weekend Binger
386,22-25,Premium,Mobile,Weekend Binger
387,22-25,Premium,TV,Casual Scroller
388,18-21,Basic,Mobile,Casual Scroller
389,26-30,Free,Laptop,Premium Loyalist
390,18-21,Basic,Laptop,Casual Scroller
391,18-21,Basic,TV,Casual Scroller
392,18-21,Free,Mobile,Premium Loyalist
393,18-21,Premium,Mobile,Casual Scroller
394,18-21,Free,Mobile,Casual Scroller
395,18-21,Basic,TV,Casual Scroller
396,22-25,Free,Mobile,Weekend Binger
397,18-21,Premium,Laptop,Casual Scroller
398,26-30,Basic,Mobile,Casual Scroller
399,18-21,Basic,TV,Weekend Binger
400,26-30,Basic,Mobile,Premium Loyalist
401,18-21,Basic,Mobile,Casual Scroller
402,22-25,Basic,Laptop,Casual Scroller
403,18-21,Basic,Laptop,Premium Loyalist
404,18-21,Basic,Mobile,Weekend Binger
405,22-25,Basic,Mobile,Weekend Binger
406,18-21,Basic,Laptop,Weekend Binger
407,22-25,Free,Laptop,Casual Scroller
408,22-25,Basic,Laptop,Casual Scroller
409,22-25,Premium,Mobile,Premium Loyalist
410,18-21,Premium,Mobile,Casual Scroller
411,18-21,Premium,TV,Casual Scroller
412,22-25,Basic,Mobile,Casual Scroller
413,18-21,Basic,Mobile,Casual Scroller
414,22-25,Premium,Mobile,Weekend Binger
415,18-21,Basic,Mobile,Casual Scroller
416,22-25,Free,Laptop,Weekend Binger
417,18-21,Premium,Mobile,Weekend Binger
418,22-25,Free,TV,Premium Loyalist
419,18-21,Basic,TV,Weekend Binger
420,18-21,Premium,Mobile,Weekend Binger
421,18-21,Basic,Laptop,Weekend Binger
422,22-25,Free,Mobile,Casual Scroller
423,18-21,Free,Laptop,Weekend Binger
424,22-25,Free,Laptop,Casual Scroller
425,22-25,Basic,Mobile,Weekend Binger
426,22-25,Basic,Mobile,Casual Scroller
427,22-25,Free,Mobile,Casual Scroller
428,18-21,Basic,Laptop,Weekend Binger
429,18-21,Basic,Mobile,Premium Loyalist
430,26-30,Free,Mobile,Casual Scroller
431,18-21,Basic,TV,Weekend Binger
432,22-25,Premium,Laptop,Weekend Binger
433,22-25,Premium,Laptop,Weekend Binger
434,18-21,Free,Mobile,Weekend Binger
435,22-25,Premium,TV,Casual Scroller
436,18-21,Premium,Laptop,Weekend Binger
437,18-21,Free,Mobile,Premium Loyalist
438,26-30,Basic,Mobile,Casual Scroller
439,18-21,Basic,Mobile,Weekend Binger
440,18-21,Basic,Mobile,Weekend Binger
441,22-25,Free,Mobile,Weekend Binger
442,18-21,Free,Mobile,Weekend Binger
443,18-21,Basic,Mobile,Casual Scroller
444,18-21,Basic,Laptop,Premium Loyalist
445,22-25,Premium,TV,Weekend Binger
446,18-21,Basic,Mobile,Weekend Binger
447,22-25,Premium,Mobile,Casual Scroller
448,26-30,Basic,Laptop,Weekend Binger
449,18-21,Premium,Mobile,Weekend Binger
450,26-30,Basic,Mobile,Premium Loyalist
451,22-25,Premium,Laptop,Casual Scroller
452,18-21,Basic,TV,Casual Scroller
453,22-25,Basic,Mobile,Casual Scroller
454,22-25,Free,TV,Weekend Binger
455,18-21,Free,Laptop,Premium Loyalist
456,22-25,Basic,TV,Weekend Binger
457,18-21,Premium,TV,Weekend Binger
458,22-25,Basic,Mobile,Weekend Binger
459,26-30,Basic,Laptop,Weekend Binger
460,22-25,Premium,Mobile,Weekend Binger
461,22-25,Free,Mobile,Casual Scroller
462,18-21,Basic,Mobile,Weekend Binger
463,18-21,Basic,TV,Weekend Binger
464,18-21,Basic,Mobile,Casual Scroller
465,22-25,Premium,Mobile,Premium Loyalist
466,22-25,Premium,Mobile,Weekend Binger
467,18-21,Premium,Laptop,Casual Scroller
468,18-21,Premium,Mobile,Weekend Binger
469,22-25,Basic,Mobile,Weekend Binger
470,18-21,Basic,TV,Casual Scroller
471,22-25,Basic,Mobile,Premium Loyalist
472,18-21,Basic,Laptop,Casual Scroller
473,18-21,Free,Mobile,Premium Loyalist
474,22-25,Basic,Mobile,Weekend Binger
475,26-30,Basic,Mobile,Casual Scroller
476,22-25,Premium,Mobile,Weekend Binger
477,18-21,Premium,Mobile,Casual Scroller
478,26-30,Basic,TV,Weekend Binger
479,18-21,Premium,Mobile,Weekend Binger
480,18-21,Premium,Mobile,Premium Loyalist
481,18-21,Premium,Mobile,Weekend Binger
482,22-25,Free,Mobile,Weekend Binger
483,22-25,Premium,Mobile,Weekend Binger
484,22-25,Free,Laptop,Weekend Binger
485,18-21,Premium,Mobile,Casual Scroller
486,18-21,Premium,Mobile,Casual Scroller
487,18-21,Premium,Mobile,Premium Loyalist
488,22-25,Basic,TV,Premium Loyalist
489,26-30,Premium,Mobile,Weekend Binger
490,22-25,Basic,Laptop,Weekend Binger
491,22-25,Basic,Mobile,Weekend Binger
492,22-25,Basic,Laptop,Casual Scroller
493,18-21,Basic,Laptop,Weekend Binger
494,18-21,Premium,Mobile,Casual Scroller
495,26-30,Free,Laptop,Casual Scroller
496,18-21,Premium,Mobile,Casual Scroller
497,22-25,Premium,Mobile,Casual Scroller
498,18-21,Basic,Mobile,Premium Loyalist
499,26-30,Basic,Mobile,Casual Scroller
500,26-30,Premium,Laptop,Casual Scroller
501,18-21,Free,Laptop,Casual Scroller
502,18-21,Premium,Mobile,Casual Scroller
503,22-25,Premium,Mobile,Premium Loyalist
504,18-21,Basic,Laptop,Casual Scroller
505,22-25,Basic,Laptop,Casual Scroller
506,18-21,Free,Mobile,Casual Scroller
507,18-21,Premium,Laptop,Casual Scroller
508,22-25,Premium,Laptop,Casual Scroller
509,18-21,Basic,Mobile,Casual Scroller
510,22-25,Basic,Mobile,Casual Scroller
511,22-25,Basic,Laptop,Weekend Binger
512,18-21,Basic,Mobile,Weekend Binger
513,18-21,Premium,Mobile,Weekend Binger
514,18-21,Basic,Mobile,Weekend Binger
515,18-21,Basic,Mobile,Weekend Binger
516,18-21,Basic,Mobile,Premium Loyalist
517,26-30,Premium,Mobile,Weekend Binger
518,18-21,Basic,Mobile,Casual Scroller
519,18-21,Basic,TV,Premium Loyalist
520,18-21,Basic,Mobile,Weekend Binger
521,26-30,Basic,Laptop,Weekend Binger
522,26-30,Free,Laptop,Premium Loyalist
523,18-21,Premium,Mobile,Premium Loyalist
524,26-30,Basic,TV,Premium Loyalist
525,22-25,Free,Mobile,Premium Loyalist
526,22-25,Premium,Mobile,Premium Loyalist
527,26-30,Basic,Mobile,Casual Scroller
528,18-21,Free,TV,Premium Loyalist
529,18-21,Free,Mobile,Casual Scroller
530,18-21,Free,Mobile,Weekend Binger
531,18-21,Premium,Laptop,Weekend Binger
532,18-21,Basic,Mobile,Casual Scroller
533,22-25,Basic,Laptop,Weekend Binger
534,18-21,Basic,TV,Weekend Binger
535,22-25,Basic,Mobile,Casual Scroller
536,18-21,Basic,Laptop,Weekend Binger
537,18-21,Basic,Mobile,Casual Scroller
538,22-25,Premium,TV,Weekend Binger
539,18-21,Basic,Laptop,Premium Loyalist
540,22-25,Basic,TV,Premium Loyalist
541,22-25,Basic,Mobile,Casual Scroller
542,18-21,Free,Laptop,Casual Scroller
543,18-21,Basic,Mobile,Casual Scroller
544,26-30,Premium,Laptop,Casual Scroller
545,18-21,Basic,Laptop,Premium Loyalist
546,18-21,Basic,TV,Weekend Binger
547,18-21,Premium,Mobile,Weekend Binger
548,18-21,Premium,Mobile,Casual Scroller
549,26-30,Free,TV,Weekend Binger
550,18-21,Free,Laptop,Weekend Binger
551,22-25,Free,Laptop,Weekend Binger
552,22-25,Basic,Mobile,Premium Loyalist
553,18-21,Premium,Mobile,Weekend Binger
554,18-21,Premium,Mobile,Weekend Binger
555,22-25,Basic,Mobile,Weekend Binger
556,18-21,Premium,TV,Casual Scroller
557,22-25,Basic,Laptop,Weekend Binger
558,22-25,Basic,TV,Casual Scroller
559,22-25,Basic,Mobile,Casual Scroller
560,18-21,Free,TV,Casual Scroller
561,26-30,Basic,Mobile,Casual Scroller
562,22-25,Basic,Mobile,Weekend Binger
563,18-21,Premium,Laptop,Weekend Binger
564,18-21,Basic,Laptop,Premium Loyalist
565,18-21,Premium,Laptop,Weekend Binger
566,18-21,Basic,Mobile,Casual Scroller
567,22-25,Premium,Laptop,Casual Scroller
568,22-25,Basic,Mobile,Casual Scroller
569,18-21,Basic,TV,Premium Loyalist
570,26-30,Basic,Mobile,Casual Scroller
571,18-21,Basic,TV,Casual Scroller
572,18-21,Premium,Laptop,Casual Scroller
573,22-25,Basic,Mobile,Casual Scroller
574,22-25,Free,Mobile,Casual Scroller
575,18-21,Premium,Mobile,Weekend Binger
576,22-25,Basic,Mobile,Casual Scroller
577,22-25,Basic,Laptop,Weekend Binger
578,18-21,Premium,TV,Weekend Binger
579,22-25,Premium,TV,Weekend Binger
580,26-30,Premium,Mobile,Casual Scroller
581,18-21,Premium,Laptop,Casual Scroller
582,18-21,Premium,Mobile,Casual Scroller
583,26-30,Free,Mobile,Weekend Binger
584,22-25,Basic,Mobile,Weekend Binger
585,18-21,Basic,Mobile,Casual Scroller
586,18-21,Basic,Mobile,Weekend Binger
587,22-25,Basic,Mobile,Casual Scroller
588,18-21,Premium,Mobile,Weekend Binger
589,18-21,Basic,Laptop,Weekend Binger
590,22-25,Basic,Laptop,Premium Loyalist
591,18-21,Free,Mobile,Casual Scroller
592,26-30,Basic,Mobile,Casual Scroller
593,22-25,Free,Laptop,Weekend Binger
594,18-21,Free,Mobile,Casual Scroller
595,26-30,Basic,Mobile,Weekend Binger
596,22-25,Premium,Laptop,Premium Loyalist
597,22-25,Free,Laptop,Weekend Binger
598,18-21,Basic,TV,Premium Loyalist
599,26-30,Basic,Laptop,Casual Scroller
600,18-21,Premium,TV,Premium Loyalist
601,18-21,Premium,Mobile,Casual Scroller
602,18-21,Premium,Laptop,Weekend Binger
603,22-25,Premium,Laptop,Casual Scroller
604,26-30,Basic,Mobile,Casual Scroller
605,18-21,Basic,Laptop,Casual Scroller
606,22-25,Premium,Mobile,Weekend Binger
607,22-25,Basic,Mobile,Casual Scroller
608,22-25,Basic,Mobile,Casual Scroller
609,18-21,Basic,Mobile,Casual Scroller
610,18-21,Basic,Mobile,Weekend Binger
611,18-21,Basic,Mobile,Weekend Binger
612,18-21,Basic,Mobile,Weekend Binger
613,22-25,Basic,Laptop,Casual Scroller
614,22-25,Premium,Mobile,Weekend Binger
