user_id,content_id,watch_minutes,session_date,is_binge,show_id,primary_genre,content_category,is_mature,age_group,subscription_type,preferred_device,user_persona
329,s1535,74,2025-12-10,0,s1535,Dramas,Short-form,True,22-25,Basic,TV,Casual Scroller
4117,s2617,104,2025-03-19,0,s2617,Comedies,Short-form,True,18-21,Basic,TV,Premium Loyalist
1881,s7034,121,2025-04-10,1,s7034,International TV Shows,Binge-worthy,False,22-25,Basic,Mobile,Weekend Binger
2503,s29,110,2025-10-13,0,s29,Horror Movies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
2234,s886,150,2025-09-26,1,s886,Comedies,Short-form,True,22-25,Free,Mobile,Casual Scroller
65,s1233,82,2025-06-14,0,s1233,Comedies,Short-form,True,22-25,Basic,Mobile,Weekend Binger
3925,s1754,43,2025-03-14,0,s1754,Children & Family Movies,Short-form,False,18-21,Basic,TV,Weekend Binger
1503,s8451,56,2025-12-10,0,s8451,Documentaries,Short-form,False,18-21,Basic,Mobile,Premium Loyalist
2544,s5708,61,2025-05-04,0,s5708,TV Comedies,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
2876,s176,112,2025-02-13,0,s176,Dramas,Short-form,True,18-21,Premium,TV,Weekend Binger
930,s2600,119,2025-02-13,0,s2600,Crime TV Shows,Binge-worthy,True,22-25,Premium,Mobile,Weekend Binger
3721,s826,103,2025-10-13,0,s826,Crime TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Casual Scroller
3148,s4992,27,2025-04-02,0,s4992,Anime Series,Binge-worthy,False,26-30,Free,TV,Weekend Binger
374,s4607,107,2025-08-25,0,s4607,Documentaries,Short-form,True,26-30,Basic,Laptop,Weekend Binger
2699,s3814,10,2025-02-09,0,s3814,Action & Adventure,Short-form,True,22-25,Basic,Laptop,Premium Loyalist
3011,s1166,88,2025-04-17,0,s1166,Comedies,Short-form,False,22-25,Basic,Laptop,Casual Scroller
669,s4156,26,2025-08-18,0,s4156,Dramas,Short-form,True,18-21,Free,Mobile,Casual Scroller
4447,s8421,79,2025-08-13,0,s8421,Comedies,Short-form,True,22-25,Basic,Mobile,Weekend Binger
92,s451,177,2025-05-11,1,s451,Dramas,Short-form,False,22-25,Free,Mobile,Casual Scroller
2064,s509,123,2025-08-16,1,s509,Dramas,Short-form,True,18-21,Basic,Mobile,Weekend Binger
4662,s5084,152,2025-07-16,1,s5084,Dramas,Short-form,False,22-25,Free,TV,Weekend Binger
3755,s4382,176,2025-10-01,1,s4382,Romantic TV Shows,Binge-worthy,False,26-30,Premium,Mobile,Premium Loyalist
4606,s6344,153,2025-09-19,1,s6344,Action & Adventure,Short-form,False,22-25,Basic,Mobile,Casual Scroller
183,s3467,43,2025-11-14,0,s3467,International TV Shows,Binge-worthy,True,26-30,Premium,Laptop,Casual Scroller
3965,s7792,85,2025-08-22,0,s7792,International Movies,Short-form,False,22-25,Premium,Mobile,Weekend Binger
1961,s6502,9,2025-01-01,0,s6502,Action & Adventure,Short-form,True,22-25,Free,TV,Weekend Binger
1808,s4939,85,2025-04-15,0,s4939,Stand-Up Comedy,Short-form,True,18-21,Premium,Mobile,Weekend Binger
4179,s3392,146,2025-07-22,1,s3392,Dramas,Short-form,False,18-21,Premium,Mobile,Premium Loyalist
114,s2519,139,2025-06-09,1,s2519,International TV Shows,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
2039,s6983,65,2025-02-06,0,s6983,Comedies,Short-form,True,22-25,Premium,Mobile,Casual Scroller
420,s6618,136,2025-10-30,1,s6618,Action & Adventure,Short-form,True,18-21,Premium,Mobile,Weekend Binger
380,s2196,19,2025-07-07,0,s2196,Comedies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
465,s44,112,2025-09-15,0,s44,Action & Adventure,Short-form,False,22-25,Premium,Mobile,Premium Loyalist
2442,s1681,122,2025-11-17,1,s1681,Dramas,Short-form,False,22-25,Basic,Mobile,Premium Loyalist
547,s3957,155,2025-02-01,1,s3957,International TV Shows,Binge-worthy,True,18-21,Premium,Mobile,Weekend Binger
650,s1714,133,2025-08-01,1,s1714,Dramas,Short-form,True,18-21,Premium,Mobile,Weekend Binger
2361,s8194,138,2025-05-28,1,s8194,International TV Shows,Binge-worthy,False,18-21,Basic,Mobile,Weekend Binger
4449,s6217,94,2025-08-09,0,s6217,International TV Shows,Binge-worthy,False,26-30,Free,Mobile,Casual Scroller
478,s673,43,2025-07-07,0,s673,Action & Adventure,Short-form,False,26-30,Basic,TV,Weekend Binger
3417,s6358,36,2025-09-20,0,s6358,Reality TV,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
3231,s4896,5,2025-10-04,0,s4896,Movies,Short-form,False,22-25,Premium,Mobile,Premium Loyalist
1753,s6561,54,2025-12-20,0,s6561,British TV Shows,Binge-worthy,True,18-21,Free,TV,Casual Scroller
2190,s2332,91,2025-05-07,0,s2332,Docuseries,Binge-worthy,True,26-30,Premium,Laptop,Casual Scroller
4945,s5644,29,2025-01-11,0,s5644,Children & Family Movies,Short-form,False,26-30,Free,Mobile,Weekend Binger
2214,s8401,45,2025-02-26,0,s8401,Documentaries,Short-form,False,26-30,Basic,Mobile,Casual Scroller
1463,s3632,98,2025-08-27,0,s3632,Dramas,Short-form,False,18-21,Premium,Mobile,Weekend Binger
1330,s1069,88,2025-09-04,0,s1069,Docuseries,Binge-worthy,True,22-25,Free,Mobile,Casual Scroller
4395,s3502,76,2025-04-03,0,s3502,Crime TV Shows,Binge-worthy,True,26-30,Basic,Laptop,Casual Scroller
2675,s6592,57,2025-09-27,0,s6592,Documentaries,Short-form,False,22-25,Free,Laptop,Weekend Binger
1323,s312,55,2025-01-04,0,s312,International TV Shows,Binge-worthy,True,18-21,Basic,Mobile,Casual Scroller
821,s4811,13,2025-10-15,0,s4811,Comedies,Short-form,False,22-25,Free,Laptop,Casual Scroller
1538,s8124,121,2025-06-05,1,s8124,Dramas,Short-form,True,18-21,Basic,Mobile,Weekend Binger
3778,s7541,18,2025-02-03,0,s7541,International TV Shows,Binge-worthy,False,22-25,Basic,Laptop,Weekend Binger
4072,s1080,171,2025-01-23,1,s1080,Romantic TV Shows,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
129,s7335,124,2025-01-19,1,s7335,Documentaries,Short-form,False,18-21,Basic,Mobile,Weekend Binger
4837,s1174,74,2025-05-22,0,s1174,International TV Shows,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
4156,s6364,136,2025-02-13,1,s6364,Documentaries,Short-form,False,22-25,Basic,Mobile,Casual Scroller
753,s8182,9,2025-03-21,0,s8182,Children & Family Movies,Short-form,False,18-21,Premium,Mobile,Casual Scroller
1032,s858,92,2025-03-02,0,s858,International TV Shows,Binge-worthy,True,18-21,Free,TV,Casual Scroller
4479,s7168,170,2025-10-19,1,s7168,Dramas,Short-form,False,18-21,Premium,Laptop,Weekend Binger
3643,s3698,17,2025-09-23,0,s3698,Documentaries,Short-form,True,18-21,Premium,Mobile,Casual Scroller
369,s89,107,2025-01-11,0,s89,Documentaries,Short-form,False,18-21,Free,Mobile,Casual Scroller
160,s8117,177,2025-06-25,1,s8117,Dramas,Short-form,True,18-21,Free,Mobile,Premium Loyalist
4157,s8056,170,2025-05-14,1,s8056,Comedies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
97,s1939,95,2025-07-26,0,s1939,Dramas,Short-form,False,18-21,Basic,Laptop,Premium Loyalist
370,s6677,9,2025-07-22,0,s6677,Romantic TV Shows,Binge-worthy,False,22-25,Premium,Mobile,Casual Scroller
1821,s3209,73,2025-07-15,0,s3209,Kids' TV,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
4827,s7955,81,2025-01-08,0,s7955,Classic Movies,Short-form,False,22-25,Basic,Mobile,Casual Scroller
976,s2139,125,2025-12-03,1,s2139,Dramas,Short-form,True,26-30,Free,Laptop,Casual Scroller
1906,s87,50,2025-08-25,0,s87,International Movies,Short-form,True,22-25,Free,Mobile,Casual Scroller
1807,s3831,41,2025-01-08,0,s3831,Documentaries,Short-form,False,18-21,Basic,TV,Weekend Binger
4737,s5488,97,2025-01-21,0,s5488,Comedies,Short-form,False,22-25,Basic,Laptop,Premium Loyalist
610,s5343,106,2025-05-20,0,s5343,Stand-Up Comedy,Short-form,True,18-21,Basic,Mobile,Weekend Binger
1151,s1495,119,2025-06-11,0,s1495,Children & Family Movies,Short-form,False,18-21,Basic,TV,Casual Scroller
782,s4306,157,2025-12-07,1,s4306,British TV Shows,Binge-worthy,True,26-30,Premium,Mobile,Casual Scroller
2433,s3304,156,2025-04-17,1,s3304,Children & Family Movies,Short-form,False,18-21,Premium,Laptop,Weekend Binger
380,s2196,17,2025-07-18,0,s2196,Comedies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
565,s6046,125,2025-09-08,1,s6046,Comedies,Short-form,True,18-21,Premium,Laptop,Weekend Binger
274,s2213,69,2025-05-25,0,s2213,International TV Shows,Binge-worthy,False,22-25,Basic,Laptop,Weekend Binger
107,s8504,8,2025-08-22,0,s8504,Docuseries,Binge-worthy,False,22-25,Premium,Mobile,Weekend Binger
1346,s8721,125,2025-10-10,1,s8721,International TV Shows,Binge-worthy,False,22-25,Basic,Mobile,Casual Scroller
4256,s4236,61,2025-06-22,0,s4236,Stand-Up Comedy,Short-form,True,26-30,Basic,Mobile,Casual Scroller
3214,s4579,156,2025-03-19,1,s4579,Action & Adventure,Short-form,False,26-30,Basic,Mobile,Casual Scroller
1880,s4318,75,2025-05-26,0,s4318,Comedies,Short-form,False,18-21,Free,Mobile,Casual Scroller
58,s8692,37,2025-04-01,0,s8692,Dramas,Short-form,True,18-21,Basic,Mobile,Casual Scroller
2320,s2012,63,2025-09-05,0,s2012,Children & Family Movies,Short-form,False,22-25,Premium,Mobile,Weekend Binger
4934,s4176,7,2025-07-09,0,s4176,Action & Adventure,Short-form,True,22-25,Premium,Mobile,Casual Scroller
1007,s6280,126,2025-02-16,1,s6280,Romantic TV Shows,Binge-worthy,False,18-21,Basic,Mobile,Weekend Binger
3241,s6680,18,2025-11-23,0,s6680,Children & Family Movies,Short-form,False,26-30,Free,Mobile,Casual Scroller
4646,s4219,165,2025-02-12,1,s4219,Kids' TV,Binge-worthy,False,18-21,Free,Mobile,Weekend Binger
2468,s1675,174,2025-06-09,1,s1675,Action & Adventure,Short-form,False,18-21,Basic,Mobile,Casual Scroller
1876,s1653,129,2025-04-04,1,s1653,Horror Movies,Short-form,False,18-21,Basic,Laptop,Premium Loyalist
3072,s5858,99,2025-01-24,0,s5858,Children & Family Movies,Short-form,False,18-21,Free,Mobile,Weekend Binger
714,s3586,54,2025-09-09,0,s3586,International TV Shows,Binge-worthy,True,22-25,Basic,Laptop,Premium Loyalist
441,s1570,137,2025-07-15,1,s1570,International TV Shows,Binge-worthy,False,22-25,Free,Mobile,Weekend Binger
1737,s6569,142,2025-12-29,1,s6569,International TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Weekend Binger
1095,s5907,159,2025-03-25,1,s5907,Documentaries,Short-form,False,22-25,Basic,Laptop,Weekend Binger
4947,s8592,111,2025-08-11,0,s8592,Comedies,Short-form,False,22-25,Free,TV,Weekend Binger
1559,s8638,73,2025-01-17,0,s8638,Dramas,Short-form,True,18-21,Premium,Laptop,Casual Scroller
3627,s8182,162,2025-03-28,1,s8182,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Premium Loyalist
4378,s6735,104,2025-07-13,0,s6735,Comedies,Short-form,False,18-21,Premium,TV,Casual Scroller
3867,s2179,86,2025-02-17,0,s2179,Kids' TV,Binge-worthy,False,22-25,Basic,Mobile,Casual Scroller
1433,s8423,93,2025-02-21,0,s8423,Docuseries,Binge-worthy,False,22-25,Premium,Mobile,Casual Scroller
578,s3688,91,2025-05-27,0,s3688,International TV Shows,Binge-worthy,True,18-21,Premium,TV,Weekend Binger
4008,s5173,129,2025-08-09,1,s5173,Action & Adventure,Short-form,True,18-21,Basic,Mobile,Casual Scroller
3760,s2544,22,2025-02-14,0,s2544,Comedies,Short-form,False,18-21,Free,TV,Weekend Binger
688,s2049,40,2025-06-08,0,s2049,Comedies,Short-form,True,18-21,Free,Mobile,Weekend Binger
3343,s4658,144,2025-03-08,1,s4658,Comedies,Short-form,False,22-25,Basic,Mobile,Casual Scroller
4119,s4465,150,2025-12-28,1,s4465,Comedies,Short-form,False,18-21,Free,TV,Weekend Binger
1651,s3379,12,2025-09-26,0,s3379,International TV Shows,Binge-worthy,False,18-21,Premium,Mobile,Weekend Binger
481,s6786,138,2025-05-01,1,s6786,British TV Shows,Binge-worthy,False,18-21,Premium,Mobile,Weekend Binger
4730,s2906,27,2025-04-21,0,s2906,Action & Adventure,Short-form,True,22-25,Basic,Mobile,Premium Loyalist
2418,s3835,124,2025-11-26,1,s3835,Action & Adventure,Short-form,False,22-25,Basic,TV,Casual Scroller
3481,s3215,84,2025-09-16,0,s3215,Comedies,Short-form,True,26-30,Basic,Mobile,Casual Scroller
4495,s7350,138,2025-11-27,1,s7350,International TV Shows,Binge-worthy,True,18-21,Basic,Mobile,Weekend Binger
2817,s7606,13,2025-10-18,0,s7606,Documentaries,Short-form,False,22-25,Basic,Laptop,Weekend Binger
3847,s1824,128,2025-11-01,1,s1824,Documentaries,Short-form,True,18-21,Free,Mobile,Casual Scroller
1459,s5811,167,2025-10-08,1,s5811,Documentaries,Short-form,True,22-25,Premium,Mobile,Premium Loyalist
1605,s7320,80,2025-04-26,0,s7320,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
4945,s8410,57,2025-08-17,0,s8410,Comedies,Short-form,False,26-30,Free,Mobile,Weekend Binger
3383,s6498,143,2025-07-10,1,s6498,Comedies,Short-form,False,18-21,Premium,TV,Premium Loyalist
1795,s5485,133,2025-07-25,1,s5485,Movies,Short-form,False,18-21,Basic,Mobile,Premium Loyalist
4877,s2063,47,2025-10-24,0,s2063,Anime Series,Binge-worthy,True,18-21,Basic,Mobile,Premium Loyalist
3911,s2940,90,2025-01-13,0,s2940,Dramas,Short-form,True,26-30,Free,Mobile,Premium Loyalist
795,s6662,86,2025-01-22,0,s6662,Dramas,Short-form,False,18-21,Free,Laptop,Casual Scroller
246,s4349,176,2025-05-13,1,s4349,Comedies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
4640,s3934,83,2025-09-22,0,s3934,Action & Adventure,Short-form,False,18-21,Basic,Mobile,Weekend Binger
1368,s3316,149,2025-03-05,1,s3316,Children & Family Movies,Short-form,False,18-21,Free,Mobile,Premium Loyalist
3589,s4950,149,2025-04-04,1,s4950,Crime TV Shows,Binge-worthy,True,18-21,Premium,TV,Weekend Binger
1915,s6106,142,2025-09-09,1,s6106,British TV Shows,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
1818,s3355,52,2025-07-24,0,s3355,Stand-Up Comedy,Short-form,True,18-21,Free,Mobile,Casual Scroller
2183,s6755,62,2025-11-08,0,s6755,Horror Movies,Short-form,True,18-21,Premium,Laptop,Premium Loyalist
606,s8094,41,2025-11-13,0,s8094,Kids' TV,Binge-worthy,False,22-25,Premium,Mobile,Weekend Binger
4637,s3259,109,2025-01-07,0,s3259,International TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Casual Scroller
270,s4073,107,2025-02-05,0,s4073,Dramas,Short-form,False,22-25,Basic,Mobile,Casual Scroller
1280,s4851,101,2025-05-06,0,s4851,Comedies,Short-form,True,22-25,Premium,Mobile,Casual Scroller
2457,s3178,39,2025-11-10,0,s3178,Crime TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Premium Loyalist
4468,s1628,79,2025-03-14,0,s1628,Docuseries,Binge-worthy,False,26-30,Free,Laptop,Weekend Binger
4949,s7610,20,2025-01-26,0,s7610,Documentaries,Short-form,False,22-25,Basic,Mobile,Casual Scroller
2674,s7045,32,2025-05-03,0,s7045,Comedies,Short-form,False,22-25,Free,Mobile,Casual Scroller
4098,s8451,122,2025-12-26,1,s8451,Documentaries,Short-form,False,18-21,Basic,TV,Casual Scroller
4763,s2389,167,2025-06-05,1,s2389,Kids' TV,Binge-worthy,False,26-30,Basic,Laptop,Casual Scroller
2028,s4493,121,2025-10-11,1,s4493,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
1515,s6853,5,2025-08-05,0,s6853,Dramas,Short-form,False,18-21,Basic,Laptop,Premium Loyalist
3802,s6911,156,2025-10-30,1,s6911,Action & Adventure,Short-form,False,18-21,Basic,Laptop,Casual Scroller
2803,s8068,130,2025-11-13,1,s8068,Action & Adventure,Short-form,False,18-21,Basic,TV,Premium Loyalist
2543,s5889,108,2025-03-23,0,s5889,TV Horror,Binge-worthy,True,18-21,Basic,Mobile,Weekend Binger
4223,s1970,23,2025-07-03,0,s1970,Action & Adventure,Short-form,True,18-21,Free,Mobile,Weekend Binger
3424,s5868,80,2025-12-15,0,s5868,Kids' TV,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
4028,s484,77,2025-06-15,0,s484,Dramas,Short-form,True,18-21,Premium,Mobile,Weekend Binger
3954,s25,44,2025-06-09,0,s25,Comedies,Short-form,False,18-21,Free,Laptop,Casual Scroller
2154,s5850,131,2025-07-07,1,s5850,Documentaries,Short-form,True,18-21,Basic,Mobile,Casual Scroller
2380,s477,19,2025-04-09,0,s477,Comedies,Short-form,True,18-21,Basic,Laptop,Casual Scroller
408,s171,26,2025-10-22,0,s171,Documentaries,Short-form,True,22-25,Basic,Laptop,Casual Scroller
3247,s1229,108,2025-02-16,0,s1229,Dramas,Short-form,False,22-25,Basic,Mobile,Casual Scroller
1701,s2508,65,2025-12-09,0,s2508,Stand-Up Comedy & Talk Shows,Binge-worthy,True,26-30,Basic,TV,Casual Scroller
3840,s3176,126,2025-05-10,1,s3176,Crime TV Shows,Binge-worthy,False,22-25,Basic,Laptop,Premium Loyalist
4118,s8051,57,2025-12-30,0,s8051,Comedies,Short-form,False,18-21,Premium,Mobile,Weekend Binger
1508,s7617,156,2025-01-31,1,s7617,Documentaries,Short-form,False,22-25,Basic,Mobile,Casual Scroller
3096,s285,80,2025-12-05,0,s285,Comedies,Short-form,False,22-25,Basic,Mobile,Casual Scroller
27,s756,178,2025-10-09,1,s756,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
1898,s3863,156,2025-05-11,1,s3863,Comedies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
2017,s3,72,2025-06-04,0,s3,Crime TV Shows,Binge-worthy,True,22-25,Premium,Mobile,Premium Loyalist
4808,s6937,17,2025-05-18,0,s6937,Action & Adventure,Short-form,False,22-25,Basic,Mobile,Casual Scroller
2131,s3384,51,2025-04-12,0,s3384,Documentaries,Short-form,False,18-21,Free,Mobile,Casual Scroller
4015,s7457,93,2025-01-09,0,s7457,Dramas,Short-form,True,22-25,Free,TV,Casual Scroller
604,s5315,15,2025-02-24,0,s5315,Documentaries,Short-form,True,26-30,Basic,Mobile,Casual Scroller
3085,s4700,71,2025-10-15,0,s4700,Stand-Up Comedy,Short-form,True,18-21,Basic,TV,Weekend Binger
4473,s8265,59,2025-11-17,0,s8265,Dramas,Short-form,False,26-30,Basic,Mobile,Weekend Binger
1482,s6827,99,2025-11-01,0,s6827,Dramas,Short-form,True,22-25,Basic,Laptop,Casual Scroller
1722,s4614,79,2025-08-22,0,s4614,Dramas,Short-form,False,18-21,Free,TV,Weekend Binger
1725,s8641,135,2025-11-10,1,s8641,Classic Movies,Short-form,False,18-21,Premium,Mobile,Weekend Binger
